bc_id,output,distance,x1,x2
1,false,1.122738731400746,1.7771345654081718,0.1262493876456946
2,false,0.6872340331957248,1.7685139092587994,3.4587648598266294
3,false,1.1390834764375684,1.7688577709871303,0.1848380887548542
4,false,0.8734363497708699,1.7792329921420216,4.687576984924965
5,false,0.9445716464707541,1.7801693227761013,7.8103836926784656
6,false,0.8106252203943547,1.7765544442764476,4.134311415869853
7,false,0.32362064119024075,-2.9661135160116143,-5.703909278368862
8,false,1.079424864743778,1.7809831549225732,0.05191000865365608
9,false,0.853270251324933,1.7744568125342515,8.434751452272252
10,false,1.1631157545539794,1.7689327841084193,0.38631639495418724
11,false,0.926266329496153,-0.4967701118674923,-5.0255700163738695
12,false,0.4195008885114966,-2.9648050964289028,-6.4742534379620835
13,false,0.6914324326564933,1.773522939030518,3.7339322145224765
14,false,0.8397874985586041,1.7730460330926077,7.437041965231482
15,false,0.6044146340619178,1.7730902201645957,-3.581131162518333
16,false,0.720748185588583,1.7712644182186956,6.880559152206617
17,false,0.45802027890846625,-2.9507659741902614,-7.228960428703723
18,false,0.6172851873729744,1.7688753933722012,-3.296943316070484
19,false,1.1265271155465542,1.7727315618569985,0.1253160089034111
20,false,0.32042489826026727,-2.959773022218503,-9.718559535302203
1,true,0.7610768368452796,1.7643329963799435,0.13800130618317663
2,true,0.42477377985827436,1.7599516570541878,3.4664312889180513
3,true,0.7367169541871571,1.759104648540124,0.17201384021881339
4,true,0.19471376746313326,1.7641169489794213,4.683995734101699
5,true,0.493921857827607,1.7663892668389771,7.7982801924306315
6,true,0.4651201882262126,1.764800888224835,4.152543699913123
7,true,0.5201511055049998,-2.9803888654588717,-5.705951230461783
8,true,0.8266030061426622,1.7662060840982348,0.03832846518344801
9,true,0.4049107919909416,1.7560609620027925,8.428781462284743
10,true,0.6358404546949192,1.7593726011503636,0.3907213715504333
11,true,0.829607062343466,-0.481107498043045,-5.034789416429957
12,true,0.9690126427573011,-2.9812646997239813,-6.466510905148736
13,true,0.4220596342261782,1.756786876510484,3.7255493662343495
14,true,0.33826528658556604,1.767023176770319,7.450782878701668
15,true,0.3951154705064993,1.7615025350169986,-3.568792979939542
16,true,0.2752191682729208,1.7627463990123107,6.892693568891884
17,true,0.9049311432417412,-2.9670814827810355,-7.232084508469954
18,true,0.5006745357075564,1.7553120486882356,-3.3145680052157256
19,true,0.7604369653206933,1.7563665180530297,0.12874232701670563
20,true,1.2849250474747729,-2.9726605245135365,-9.71458190727203
