bc_id,output,distance,x1,x2
1,false,0.7568018517358313,-2.9591413397928563,-4.570998584649464
2,false,0.8775362974013745,1.7728633219618317,5.847831974884154
3,false,0.6678544070370305,1.7768098098572243,-4.07563772727876
4,false,0.5171692782945115,-2.9664236579139005,-8.212945597972872
5,false,0.4360909491075076,1.768465418858326,-7.34829870744395
6,false,0.9739787071382983,0.19994816776119156,-7.603439597082181
7,false,0.6528181741422268,1.7729207476048041,2.571030174331432
8,false,0.8071599518314839,1.7753909201220164,-2.394379369309635
9,false,1.1458264051924283,1.770081413949699,9.114501901579867
10,false,0.2991153191368753,-2.287154538051226,-2.9588077097595145
11,false,0.5409934828959518,-2.9661885276907616,-9.952420108591587
12,false,0.29445918898653967,-0.49536959639237355,-6.219844338699163
13,false,0.8546337508708871,1.7788083658993483,7.46505749475475
14,false,0.4343934164778198,-2.9541520094034364,-6.386327191655893
15,false,0.8379602253502827,1.7703049817289116,4.188114423734124
16,false,1.1836298938633079,1.776267543778866,0.9365323337009934
17,false,0.9325518007094964,1.7767967399700648,-0.7053331885401959
18,false,0.5808838372141366,-0.4922125166691364,-4.539922955752944
19,false,0.7115189655805009,-0.48695841206892804,-2.9541853394950035
20,false,0.5307003341621944,1.7692223962031808,-5.7103060181578265
1,true,0.32309118360557004,-2.9775801580792076,-4.56899998324109
2,true,0.544686837347686,1.7671056330690473,5.832592115755649
3,true,0.2585172122735003,1.7609546199985806,-4.09421878873944
4,true,0.9205203662513597,-2.969846172514771,-8.202259762480146
5,true,1.4777848477575095,1.7630419163919913,-7.35078371945486
6,true,1.078728260664301,0.21534318372358902,-7.591091758336087
7,true,0.91465561924997,1.764295269663418,2.5652242562408185
8,true,0.6181772795099422,1.766659878395378,-2.3952800588707084
9,true,0.3384497502164305,1.7672036740609347,9.11393567756513
10,true,1.0635679341892752,-2.275272273359859,-2.9504714961301506
11,true,1.3631928788989909,-2.981863259415338,-9.952402384121319
12,true,0.38464384224443443,-0.4830023288503879,-6.202017418682573
13,true,0.3224317447164403,1.7669827062375685,7.472780979052168
14,true,1.0041420614660193,-2.9709206321344634,-6.3843518807769755
15,true,0.4277925606878541,1.7642201495964578,4.192625867498306
16,true,0.6906777772030342,1.7613669873839826,0.9356483187083939
17,true,0.7478012304796523,1.7671896159456182,-0.7054420785455688
18,true,0.7499454710797212,-0.4754387250909883,-4.539767411976773
19,true,0.18645621631008835,-0.5006487070009596,-2.941897917747519
20,true,1.2733502657934783,1.7651769596260545,-5.71645983657754
