x1,x2,class,n_x1,n_x2,n_class
1.770629702777091,-0.12602679154223395,false,1.7612102507904273,-0.11036284271123886,true
1.7762539462235083,-3.1470498305538945,false,1.7666854057763155,-3.134170456651352,true
-2.966480811257142,-6.934157954550821,false,-2.985904081469007,-6.922799432745462,true
1.7779846092440827,9.114917969955489,false,1.7647911143863386,9.115291523915115,true
1.7720579039749793,2.939469813612517,false,1.7621887939825174,2.933253172495117,true
-2.9558342523449044,-2.966175328555028,false,-2.964693909809077,-2.9532621377867794,true
-0.48725794486268065,-5.1977294607744176,false,-0.4744659724553582,-5.199455775080084,true
1.7692669346394045,6.025895022035202,false,1.760039585075829,6.00722967635007,true
1.7292024387739606,-7.596708703056372,false,1.7296718064719567,-7.57794579470815,true
-2.9625533378121833,-9.947359193436531,false,-2.981862805847154,-9.950097232471832,true
