x,y,class,n_x,n_y,n_class
-3.3193841486002076,-10.467247098089297,false,-3.335996449266062,-10.478551532203133,true
-3.3291215581781217,-10.452340594957548,false,-3.337287383919009,-10.457337391442076,true
-3.3149425152283536,-10.449640901598931,false,-3.337140655308543,-10.47138789374674,true
-3.325387234983988,-10.439760309995966,false,-3.330957832762037,-10.444681846669443,true
-3.308879031625358,-10.414349473808366,false,-3.331048735672287,-10.427678264113707,true
-3.3149784731840133,-10.408232780432318,false,-3.3356292112264456,-10.397282867747855,true
-3.3281016881990455,-10.352725613370032,false,-3.338806395927817,-10.368702241834743,true
-3.3228350051238724,-10.34405535462362,false,-3.3464010474591426,-10.321449652214891,true
-3.326732956420291,-10.326117700424806,false,-3.334398777628603,-10.333230974597035,true
-3.3181981388899486,-10.323026304994459,false,-3.3413365158616473,-10.328430661453377,true
-3.324263924283075,-10.318341941864698,false,-3.3424723605789737,-10.316718786529332,true
-3.3234813912472916,-10.289113848633555,false,-3.3462162315084396,-10.281910483545145,true
-3.329120689161282,-10.288955918678905,false,-3.349292725334973,-10.291944525578325,true
-3.325880334109471,-10.286560365917897,false,-3.334152699261097,-10.276101330606469,true
-3.329037826210453,-10.195097651972093,false,-3.3306047654584696,-10.216867164275886,true
-3.324510666099777,-10.182798990653954,false,-3.331285758719654,-10.164159873380948,true
-3.3286439086098047,-10.155928600350522,false,-3.3395585891835604,-10.142243409547858,true
-3.3225459317998793,-10.155874494206492,false,-3.330067304465266,-10.14707223500618,true
-3.328595204781757,-10.127391413927246,false,-3.333215137872784,-10.106424258633163,true
-3.3227668327651436,-10.121548212791302,false,-3.3384991755044577,-10.115487741633078,true
-3.315573795201904,-10.11538708225269,false,-3.3350180595975476,-10.106672614735253,true
-3.316477306245337,-10.08951614247997,false,-3.331695953893223,-10.07799398452415,true
-3.3241428078361044,-10.079743160182034,false,-3.337057328432143,-10.098276417652498,true
-3.324208537140078,-10.07972735002366,false,-3.3424374627883884,-10.056323574665445,true
-3.3166447533927266,-10.057952616889454,false,-3.3345411169970993,-10.079834805206579,true
-3.3216905984323883,-10.035740210733803,false,-3.3377986277721123,-10.043215024502093,true
-3.317816134189542,-10.032495557428073,false,-3.3363629889076734,-10.056460165798212,true
-3.3270347140875822,-10.026302153894825,false,-3.3435620749960386,-10.027747727504376,true
-3.3272637541719674,-10.01489716780249,false,-3.3506898771723344,-10.013518389401009,true
-3.323341409417073,-10.0120331926384,false,-3.338550783394109,-10.002592781012915,true
-3.322239242874672,-10.004822107097233,false,-3.34404805297287,-9.995813772317343,true
-3.322865831674028,-9.964164118198372,false,-3.344460527645491,-9.96459666739923,true
-3.3261197356594403,-9.96095833415397,false,-3.3405012423309537,-9.9607094146699,true
-3.3275892580758946,-9.955388884426334,false,-3.3362397075918055,-9.951558529996579,true
-3.318390670905559,-9.953158659064021,false,-3.3388158669334147,-9.960638495442803,true
-3.329135308273227,-9.94867588308471,false,-3.3509902396150717,-9.940468007159163,true
-3.312555765081439,-9.92462881730909,false,-3.3305235815774807,-9.936453652494055,true
-3.317760459369655,-9.905863837679398,false,-3.339248596667659,-9.907000488180659,true
-3.3137762370461368,-9.893777844219166,false,-3.335192676960244,-9.904166587275716,true
-3.316327497410327,-9.892328034886027,false,-3.336042373558849,-9.883776579876711,true
-3.329019215978758,-9.861750588515228,false,-3.3437773239492294,-9.846491551914099,true
-3.3242695940386726,-9.849877032922485,false,-3.3436962035191327,-9.843890960421103,true
-3.3238553845795726,-9.842974691456003,false,-3.346136263935547,-9.860269770154945,true
-3.324670493739505,-9.821996101817208,false,-3.345839613987859,-9.83524397943263,true
-3.3119166835664577,-9.80581277258398,false,-3.3337042480479573,-9.78625195384871,true
-3.324116627309486,-9.786086065707096,false,-3.3463850019053756,-9.77755159682355,true
-3.326965836031832,-9.78203456209722,false,-3.3499060430542205,-9.793658162832415,true
-3.3226413362714746,-9.779914741474602,false,-3.339907602566772,-9.78695431997543,true
-3.312921349910173,-9.775751398372106,false,-3.3326987292516397,-9.752716844865379,true
-3.3206415564353553,-9.725223582227315,false,-3.3349363827725704,-9.718279120303674,true
-3.3120043994738344,-9.695531521106103,false,-3.3295843606501254,-9.710427862178564,true
-3.3292942535868044,-9.678402258458059,false,-3.334585881636509,-9.696494962337125,true
-3.3283902059083155,-9.643009975102677,false,-3.3350336013301836,-9.636020245288071,true
-3.327474065006661,-9.641126745475109,false,-3.3488947236488027,-9.66250613126483,true
-3.323497225994649,-9.634407178039805,false,-3.3405225064945654,-9.64133365425112,true
-3.3233615556306466,-9.62779846664178,false,-3.3416460553601186,-9.622053802635634,true
-3.3221667182283325,-9.618670577069073,false,-3.330884625054883,-9.609702665585639,true
-3.3231040346823195,-9.612398347963554,false,-3.329672696933692,-9.609767427724076,true
-3.310504933003326,-9.588074078290619,false,-3.333252270938586,-9.580219066039442,true
-3.3198017342926858,-9.584645858668106,false,-3.3340700788481104,-9.591511638396248,true
-3.3218491640373933,-9.537492689302056,false,-3.3350708935937714,-9.552522071154325,true
-3.328044454594256,-9.522083073891345,false,-3.335405553531645,-9.51261784470769,true
-3.3202409863225157,-9.512005512059053,false,-3.3378456933099137,-9.504856661662629,true
-3.320780913418025,-9.508440643855371,false,-3.3345644535276318,-9.515024641588065,true
-3.319762902638566,-9.498122231074971,false,-3.3428627995322167,-9.508407560625503,true
-3.3193491847200565,-9.479760575718581,false,-3.331734628701112,-9.492698032594927,true
-3.3250061414052126,-9.479469791131361,false,-3.3356711436687303,-9.49213862825078,true
-3.327526292415698,-9.47725817534601,false,-3.3408042746282,-9.47889511217007,true
-3.3290921455012916,-9.46042843499458,false,-3.338080100371196,-9.468103854941385,true
-3.3240744613755195,-9.458854906728162,false,-3.339432627114954,-9.454972742783983,true
-3.324967854402048,-9.454354890854516,false,-3.3452710068337796,-9.465531966624853,true
-3.328483977567197,-9.415330477484922,false,-3.343572407072622,-9.402094597065037,true
-3.308763404501216,-9.414226405212366,false,-3.3297993886568733,-9.392801236635323,true
-3.315195467729088,-9.377274769589038,false,-3.332392800006167,-9.39271744618012,true
-3.3122864349131786,-9.36845942104713,false,-3.333270952205358,-9.372104122842668,true
-3.3123443429019495,-9.366423059615247,false,-3.3296635935535965,-9.368537802351256,true
-3.3288921550450854,-9.325411038166742,false,-3.3523600532296527,-9.315990694353575,true
-3.328666215975436,-9.32026493383065,false,-3.3355166985488705,-9.327733851040685,true
-3.3130485089263084,-9.309200207200192,false,-3.332581541815715,-9.322356327048057,true
-3.3201816026909445,-9.302322519009502,false,-3.333303183299206,-9.295609860504944,true
-3.327434826458217,-9.267921319292604,false,-3.343845099576616,-9.264349651904498,true
-3.3247261570886764,-9.250761479591446,false,-3.3453623444382043,-9.239506982600176,true
-3.3202715157400773,-9.238668557970556,false,-3.3385643508582197,-9.23873940335509,true
-3.3267465343750033,-9.236487316874376,false,-3.3338131625786485,-9.248068317361135,true
-3.3273511969516374,-9.136887171773633,false,-3.3446309546507837,-9.148202786537194,true
-3.318986249136867,-9.07129500870343,false,-3.332681073480501,-9.07321439919292,true
-3.3215955285901133,-8.941270472557488,false,-3.3395745292344845,-8.958162382397983,true
-3.3105219855852246,-8.936857895678118,false,-3.3330874664373717,-8.943754235683802,true
-3.312345152419268,-8.921278689910082,false,-3.333398535350614,-8.921235030122668,true
-3.3221285014493525,-8.909897064069805,false,-3.3320945281245975,-8.910192259768488,true
-3.317925810636502,-8.87134949896455,false,-3.33261395482491,-8.859447570015032,true
-3.3266146768650504,-8.83277716794785,false,-3.3335514298082054,-8.809119068027083,true
-3.3238064430862484,-8.819921226008333,false,-3.330532484282369,-8.798785977642513,true
-3.328816176259833,-8.807379447284605,false,-3.345795973903284,-8.784663095424508,true
-3.3240399526215274,-8.784635003274266,false,-3.339986705164381,-8.791488757872848,true
-3.3146534991617194,-8.759311965853577,false,-3.335724412993528,-8.759745681557037,true
-3.315988210407054,-8.748722686048804,false,-3.332474040781664,-8.734238866435776,true
-3.327054193283042,-8.677773918835287,false,-3.3366216693779642,-8.65764549620069,true
-3.3289298607170172,-8.658432251342768,false,-3.3310104751381777,-8.659961082440734,true
-3.319963613948367,-8.633430363693586,false,-3.3376487728387216,-8.649203524568671,true
-3.3121505771853212,-8.632026968228393,false,-3.3319778144755507,-8.624173585452246,true
-3.3160775585330997,-8.602208173576155,false,-3.332036934472605,-8.61945827532394,true
-3.325609802842298,-8.59484660754575,false,-3.3355585842119373,-8.602724304724022,true
-3.311653210663548,-8.55895191619732,false,-3.3353689862452107,-8.565487853327781,true
-3.3212354589968456,-8.551267805440242,false,-3.344043308203483,-8.534496698670408,true
-3.3235741461541144,-8.53809224631623,false,-3.3333507259710142,-8.524124963486928,true
-3.327878896950153,-8.519346548732058,false,-3.339138130151899,-8.527949777140746,true
-3.3284216063165912,-8.47721244150707,false,-3.3491292043903003,-8.49924640972091,true
-3.3241374617360213,-8.450525672120879,false,-3.3443461949937774,-8.458667223015313,true
-3.3227101250180127,-8.304112623518652,false,-3.3403242851253685,-8.286118977866142,true
-3.3219987905184096,-8.295906955021366,false,-3.332529763667874,-8.297589561884383,true
-3.3221577472640953,-8.295123039632761,false,-3.340193546943738,-8.292815763382967,true
-3.3253849393190142,-8.270228044077825,false,-3.3298572452574544,-8.247500721659204,true
-3.3267154536664183,-8.21756650141694,false,-3.346842735314982,-8.232595613979479,true
-3.3108212653543396,-8.177096334005611,false,-3.334686004039813,-8.170938050921432,true
-3.3167420991743564,-8.159722939338444,false,-3.3300211907134694,-8.171106086710468,true
-3.321485939694119,-8.15594830368308,false,-3.3416665992365373,-8.168409408856139,true
-3.3159442642376917,-8.153645308831132,false,-3.333825961066229,-8.152499971816674,true
-3.3274400665851616,-8.145795467784275,false,-3.334216423617234,-8.133695095580318,true
-3.3237959222963886,-8.145360463964439,false,-3.339678806826326,-8.141662395493428,true
-3.316590916723671,-8.115782981017162,false,-3.3341421883537437,-8.118203589235074,true
-3.3229544326328577,-8.105528751634763,false,-3.3377464120336224,-8.119351730987377,true
-3.3256198349400727,-8.069086905696032,false,-3.3348644380556247,-8.057150849470819,true
-3.316091055936751,-8.011669096854193,false,-3.3325584972172573,-8.004103485064766,true
-3.325820818865622,-7.975069231281459,false,-3.3379672681235295,-7.969922028603752,true
-3.3137190862496086,-7.943718437617336,false,-3.336809801026376,-7.957677058847163,true
-3.315222971087025,-7.935449972334853,false,-3.3383667268765174,-7.935740290057626,true
1.2119083863298212,-7.92627315722061,false,1.2206147539032322,-7.904260946861128,true
0.2348467758914617,-7.925958639007183,false,0.21687626542329788,-7.904614299409556,true
0.4122898348088209,-7.923807849777974,false,0.3912178367156823,-7.9070355894612865,true
0.8966620228460828,-7.923610415443534,false,0.9172899361157449,-7.905730534517916,true
-0.66320591475224,-7.923319299617531,false,-0.6704606101416751,-7.90377008709119,true
1.0862185911229987,-7.922778611991378,false,1.0719269124093596,-7.899342775399063,true
0.23661052829682044,-7.922274213354364,false,0.22118491070491872,-7.906325156850278,true
0.9561086312045297,-7.9213337249322935,false,0.9429605042642649,-7.904582015114634,true
1.2008948255186354,-7.921037352132331,false,1.2042453146963772,-7.902653177946725,true
0.27011637392244514,-7.9190250614137065,false,0.275058020177555,-7.904993367747202,true
0.8844544949928989,-7.918570574729792,false,0.8938906292804057,-7.903737678702841,true
1.1030333337473317,-7.918229032231737,false,1.1115218515706287,-7.896465253407151,true
0.14985415792997409,-7.917713812878188,false,0.15688319881067622,-7.896733659154545,true
1.186315739070861,-7.917693922429882,false,1.189846344092702,-7.8994250202956415,true
1.1407253708909246,-7.916913960888822,false,1.1215748492649922,-7.893167554879354,true
0.7527125801597147,-7.916690298938192,false,0.7627318744472502,-7.902219448688235,true
0.7924344924821958,-7.9166553352021625,false,0.791784844081678,-7.896660292816636,true
0.9650522178949864,-7.916515917689297,false,0.9686148423338744,-7.906104201640118,true
0.8250921442918374,-7.916351707208228,false,0.801218369831656,-7.896289740517052,true
0.5133934934798791,-7.915630623574889,false,0.514525017313591,-7.9021143692072915,true
0.3583940840592119,-7.915214347734524,false,0.36250746463842287,-7.894081319845139,true
0.27167760919405504,-7.91469299299896,false,0.27445079742103984,-7.901944768317371,true
1.1243856438320914,-7.914556629930955,false,1.141927056456703,-7.904242825065389,true
-0.16780009586552513,-7.91433468901653,false,-0.16044762992986783,-7.89690444677214,true
0.831883035285454,-7.914077110346538,false,0.8360134400722734,-7.903905452903037,true
0.45894013249952237,-7.914025544546858,false,0.46157321608342006,-7.9011826046893825,true
-0.5149012001621847,-7.912978275745546,false,-0.5238649246047183,-7.893996093019993,true
-0.18869528683119824,-7.912742652546263,false,-0.1860533577774859,-7.897295491903385,true
1.509616802979174,-7.9121569285339906,false,1.5131708063187446,-7.889324610846649,true
0.8741048617410342,-7.911136363835284,false,0.874166554234084,-7.90708041762954,true
-0.18151221859298622,-7.910248734450296,false,-0.18257707334122059,-7.905583798937696,true
-0.1488765377332486,-7.909898081707621,false,-0.1453824891631953,-7.887865862643808,true
0.5942330137654476,-7.909858747002908,false,0.59005473148216,-7.904849296987253,true
-0.7166402676696373,-7.909641524286986,false,-0.7211826563439068,-7.887605830759604,true
0.36560260554847934,-7.909057733579112,false,0.3645953846344765,-7.903593556502102,true
0.0476021268373078,-7.908863947858565,false,0.04841329249420098,-7.893105675490579,true
1.35367694232175,-7.908619030411616,false,1.3652752160144268,-7.891235176375087,true
0.741762768723861,-7.908510355884541,false,0.754317696668546,-7.896382838567073,true
-0.3677958406315137,-7.908487336019635,false,-0.38879972971308246,-7.899470378524591,true
0.12741151778026397,-7.908086966918057,false,0.12134940652329998,-7.890310200737698,true
1.267042252742836,-7.908030024125527,false,1.2562033009913862,-7.903178339035627,true
-0.27265241798988926,-7.907737378513392,false,-0.25483193470109466,-7.886968359981334,true
0.5706495682124699,-7.907604884142853,false,0.5739300597916633,-7.90649951520379,true
1.2308406463025823,-7.907464657641057,false,1.2175473826341494,-7.898040088366524,true
-3.3129956618507537,-7.879336812103844,false,-3.3362620751015473,-7.860010826706637,true
-3.3200895149725707,-7.875515372501633,false,-3.332451994560383,-7.88962448915837,true
-3.32353876296474,-7.873882373367925,false,-3.343371364720339,-7.887569125983077,true
-3.3188997492704564,-7.824267063598132,false,-3.3366213970257776,-7.806588606666011,true
1.5384402979111333,-7.812881341070802,false,1.5254241158159254,-7.811175997092859,true
1.5369745861755455,-7.803017639690705,false,1.5213044897073893,-7.782742446290283,true
-3.3244685571503547,-7.7975522140426605,false,-3.34733267711622,-7.77673822945326,true
1.537790640955212,-7.774414076005697,false,1.524488286388106,-7.771809082850304,true
-2.8877509618289015,-7.76647951356405,false,-2.8868754359188,-7.742795084871709,true
-3.121322277123274,-7.75836320288114,false,-3.1015393757230934,-7.737306959893607,true
-3.1210633133543437,-7.756882098288996,false,-3.1381074458475147,-7.732900816981273,true
-3.079852792436649,-7.75243378531375,false,-3.0835946479716227,-7.730689202662789,true
-3.105501193785376,-7.750057012335617,false,-3.117307253906213,-7.7427675854879805,true
-2.9613229922786073,-7.749079795644431,false,-2.9617992488935805,-7.73215331832911,true
-3.1691402079913167,-7.748690688714922,false,-3.1680862118788284,-7.725716274868341,true
1.5344760530345278,-7.727308423988764,false,1.5207492739569517,-7.710863481741068,true
-0.7309107759456195,-7.706491218322987,false,-0.7129470460959264,-7.684963397389808,true
-2.8620691754112126,-7.696474560072671,false,-2.879645950661526,-7.695863120554718,true
-2.8561840123169753,-7.6908005337069,false,-2.875818654250775,-7.679201095132835,true
-2.852649320927274,-7.684537740364645,false,-2.8714744818930287,-7.704801741523116,true
-0.7317746155470459,-7.671419497883108,false,-0.7148468616231137,-7.658574302382773,true
-2.8599328341519312,-7.656691556825136,false,-2.879025754813068,-7.655464812523981,true
-2.8512184869157546,-7.647668387078424,false,-2.870034651349753,-7.630026977021523,true
-2.863342157570444,-7.620098812360555,false,-2.8715718330216142,-7.641143758450776,true
-2.861256687552866,-7.603064204407008,false,-2.8741385819086394,-7.6025287366307825,true
1.546239742308044,-7.589911861812285,false,1.5253512942486815,-7.567703151923823,true
1.5484457207219695,-7.586792637374864,false,1.530134594131763,-7.590135263612917,true
-0.7302794868253466,-7.5852108521659485,false,-0.7217132705225954,-7.6020837693755725,true
-2.8628951924444324,-7.58131049995654,false,-2.880441060539482,-7.573615829682559,true
-2.869130559760921,-7.579825558431395,false,-2.8712829987947224,-7.577158400768474,true
-2.8568145969771583,-7.574152476801192,false,-2.879997426198696,-7.571162029363236,true
1.533091630662161,-7.5575283613363275,false,1.519092535581088,-7.561854074349208,true
-2.8681734870682694,-7.542732085397495,false,-2.879085681911093,-7.558858489291038,true
-0.7390931345584006,-7.527597236351119,false,-0.7241067715328555,-7.5260730284850705,true
-0.7345389721064366,-7.522979775198843,false,-0.7127522486671536,-7.50903397642135,true
1.545012196057839,-7.50666573197835,false,1.5286408723545586,-7.509877789211958,true
-2.8583058745553633,-7.50204439367522,false,-2.8724650798782783,-7.508024271462911,true
-2.850133474521436,-7.497454224286085,false,-2.8726890066272874,-7.504901156447889,true
-2.8642093749981052,-7.489487662921361,false,-2.8877327921925096,-7.484586978754752,true
-0.7342455888091252,-7.483034265319621,false,-0.7249332181669951,-7.481794501417639,true
-2.8653612484943323,-7.433065005278018,false,-2.8881534006793492,-7.444181016300159,true
-2.8651879774303093,-7.431073536050807,false,-2.8851346460731233,-7.417033765896894,true
1.5344116095937546,-7.429810944745035,false,1.5189848544936695,-7.4373733891243825,true
-0.7401938299106565,-7.426263281821953,false,-0.7165263029539461,-7.446982503831107,true
-2.863800948892379,-7.4199288533561845,false,-2.8768182662673007,-7.4306587218496905,true
-0.7386436583432752,-7.397905459899384,false,-0.7254481173864052,-7.403416601316366,true
-0.7331774515186706,-7.390442074165409,false,-0.7141936137971256,-7.386087093182459,true
-0.7296008124730144,-7.366261669337135,false,-0.7159731390908782,-7.345800968430755,true
-0.7362150093550168,-7.354612785903927,false,-0.719649528489044,-7.347592645441095,true
1.5411088030732256,-7.343353329395535,false,1.5305006987789007,-7.329345886307744,true
-2.868040731781041,-7.32748622747439,false,-2.8786490825143676,-7.326868664167633,true
-2.864246836185872,-7.318855884009308,false,-2.875531248989915,-7.336279366339676,true
-2.8692274927220063,-7.2897620880709955,false,-2.890530213560577,-7.285266570732338,true
-2.8604966318928398,-7.281889874783811,false,-2.875452207040035,-7.261593834924579,true
-0.7318838384441244,-7.277800086921277,false,-0.7188533123744745,-7.275840063818808,true
-2.856292261558484,-7.259088027791091,false,-2.879987144106374,-7.266128945955812,true
-2.855785293224873,-7.258806002141671,false,-2.8776299560096907,-7.25374082981209,true
-0.741275971540304,-7.255034553520621,false,-0.7221029226448434,-7.260483081147937,true
-2.86527335049603,-7.250522743743462,false,-2.878336411963062,-7.239170163449035,true
1.5444385771866185,-7.245085975940676,false,1.5259148676724466,-7.238972781662755,true
-2.8667758901923,-7.218319788847115,false,-2.8773381748752103,-7.2195149556587985,true
1.5337639060255934,-7.192403348025267,false,1.5134602604994072,-7.1827398903048545,true
-2.8636492896377046,-7.183886348943954,false,-2.8836972061353547,-7.191727963380934,true
-2.849796662679282,-7.144491273278493,false,-2.871427299144281,-7.126847753720147,true
1.552593981291615,-7.1352025862677735,false,1.5288694746997786,-7.135374402660981,true
1.5383312696709739,-7.130380657196065,false,1.5199143126887027,-7.118427099801073,true
1.534153612527488,-7.1217500194269405,false,1.5288273085004125,-7.114256638110646,true
-2.852865612056043,-7.062431497710554,false,-2.8756100680978993,-7.0709628419125075,true
-2.860676518356609,-7.052312449836826,false,-2.873997149157591,-7.067953491253386,true
-2.8692380738309837,-7.040964876400104,false,-2.8736990246312937,-7.035784187209843,true
1.5410441339850682,-7.007129786277668,false,1.5262605769578992,-6.997800096153653,true
-0.7314193444772094,-6.992865583619041,false,-0.708054379312802,-7.005916177780485,true
-0.7310206541586035,-6.988926072462431,false,-0.715292985360469,-6.983790757012251,true
-2.85586074753289,-6.968773480342986,false,-2.871105636868064,-6.967917538279495,true
1.5398396706823272,-6.966534144057404,false,1.516587993869555,-6.965969673762141,true
1.536926725101891,-6.963968281074205,false,1.5145955043238573,-6.9633230942797875,true
-2.856614164526452,-6.956463937396225,false,-2.8709462749508132,-6.943134045364909,true
-2.869485292284693,-6.953408608580317,false,-2.880384130532799,-6.953463573491078,true
1.5426430529728523,-6.925086780419128,false,1.5241404553102929,-6.917152724714951,true
-0.736737762898894,-6.86425031710378,false,-0.7158996860775391,-6.854249693121785,true
-0.7318404384030995,-6.8551246166967434,false,-0.7190393702574394,-6.877684944940046,true
-0.7336616123256352,-6.846739587069919,false,-0.7200634263008274,-6.8334805650961465,true
-2.862917284423117,-6.834342239402883,false,-2.875573409005257,-6.849860522691842,true
1.5322962814874965,-6.833167734238072,false,1.5102013335161009,-6.836373326542836,true
-0.7299449865425103,-6.824607727221943,false,-0.7277481245448039,-6.843597219334492,true
-2.865416452540509,-6.822768806437915,false,-2.8737283881244124,-6.814027421714472,true
