x1,x2,class,n_x1,n_x2,n_class
1.7771345654081718,0.1262493876456946,false,1.7643329963799435,0.13800130618317663,true
1.7685139092587994,3.4587648598266294,false,1.7599516570541878,3.4664312889180513,true
1.7688577709871303,0.1848380887548542,false,1.759104648540124,0.17201384021881339,true
1.7792329921420216,4.687576984924965,false,1.7641169489794213,4.683995734101699,true
1.7801693227761013,7.8103836926784656,false,1.7663892668389771,7.7982801924306315,true
1.7765544442764476,4.134311415869853,false,1.764800888224835,4.152543699913123,true
-2.9661135160116143,-5.703909278368862,false,-2.9803888654588717,-5.705951230461783,true
1.7809831549225732,0.05191000865365608,false,1.7662060840982348,0.03832846518344801,true
1.7744568125342515,8.434751452272252,false,1.7560609620027925,8.428781462284743,true
1.7689327841084193,0.38631639495418724,false,1.7593726011503636,0.3907213715504333,true
-0.4967701118674923,-5.0255700163738695,false,-0.481107498043045,-5.034789416429957,true
-2.9648050964289028,-6.4742534379620835,false,-2.9812646997239813,-6.466510905148736,true
1.773522939030518,3.7339322145224765,false,1.756786876510484,3.7255493662343495,true
1.7730460330926077,7.437041965231482,false,1.767023176770319,7.450782878701668,true
1.7730902201645957,-3.581131162518333,false,1.7615025350169986,-3.568792979939542,true
1.7712644182186956,6.880559152206617,false,1.7627463990123107,6.892693568891884,true
-2.9507659741902614,-7.228960428703723,false,-2.9670814827810355,-7.232084508469954,true
1.7688753933722012,-3.296943316070484,false,1.7553120486882356,-3.3145680052157256,true
1.7727315618569985,0.1253160089034111,false,1.7563665180530297,0.12874232701670563,true
-2.959773022218503,-9.718559535302203,false,-2.9726605245135365,-9.71458190727203,true
