x,y,class,n_x,n_y,n_class
2.1193796185371534,1.6378829891423918,false,2.101654245233188,1.634705872154829,true
2.132450277478467,0.4467486240107223,false,2.112096915716244,0.45261206570170864,true
2.121772607029565,0.7352336288950501,false,2.1125779373555127,0.7492152032398769,true
-0.6454962571630799,-3.6008193687067234,false,-0.63127481491857,-3.595519759236649,true
2.182384813157696,9.123219754596551,false,2.1952228648638394,9.146842168780742,true
2.1850501071158632,2.031001290807245,false,2.207941040744717,2.030144683595976,true
2.126954719436769,4.732845514303111,false,2.113983308986663,4.741065163258703,true
2.3216562664003133,0.8707201741806652,false,2.3153015739277665,0.8688436224193026,true
2.326334398428875,11.923404741032886,false,2.3074060953375546,11.922186446524409,true
2.125153202666979,7.392536507525216,false,2.107761381664515,7.4134030380326115,true
2.1236215620984638,4.440809947122956,false,2.1012353763874825,4.438486504000143,true
-2.9893061404263506,-1.6607203033741103,false,-3.005316010976955,-1.6520445180603847,true
2.3389982273417385,4.384618660287848,false,2.315856703296718,4.381198541568091,true
-3.1795925373497163,-7.900806681934033,false,-3.1975801400492307,-7.879651314214273,true
2.1848626638440054,1.4633484845497047,false,2.1870246370823567,1.4854687542371936,true
2.1838687879149314,11.274224270579085,false,2.1972931819254633,11.263667577319698,true
-3.1833299931889947,-8.851401268581759,false,-3.1956099619160265,-8.860612389554463,true
-2.9873167266449125,-6.469470229809633,false,-3.00986536497074,-6.480242766299565,true
2.1184919520556567,4.058779730578313,false,2.1115142754991325,4.066985581238065,true
2.184915375605353,11.629227824105774,false,2.18723113966665,11.652603568579856,true
