x1,x2,class,n_x1,n_x2,n_class
1.6466555080334735,-6.570218603268691,false,1.6253161854644322,-6.579286782318016,true
2.1267340670165695,1.6393332742849895,false,2.1099354871184355,1.6601813261246514,true
-3.181524433381863,-8.63196898531047,false,-3.1932103730173047,-8.637848700335097,true
-3.1802267552271672,-7.563261006318305,false,-3.195683304889092,-7.5748220587908,true
-0.6567318340532562,-5.795439621924651,false,-0.6365620138120227,-5.79856555072816,true
-2.9923186579106904,-3.4943710059308137,false,-3.015888069308926,-3.5044545501981177,true
1.645489071106298,-8.767878093227711,false,1.6254687629709392,-8.767397111040108,true
-0.644708580674401,-3.52376210374348,false,-0.6327619344727322,-3.535349867606041,true
-3.0008607799155165,-6.651821010895066,false,-3.0183024864936017,-6.637638563955003,true
-0.5246581398845707,-9.246927834148583,false,-0.5181222332486676,-9.238297071115758,true
1.6325601998766188,-4.5349613754399005,false,1.6217690397159756,-4.523233943104581,true
-0.6377769382140406,-8.103781898601921,false,-0.629117828224737,-8.109033961424762,true
-3.1793140112011637,-9.676577326365052,false,-3.1931335111689276,-9.657013389057923,true
0.6326655227415813,-9.244308476189625,false,0.6310555816905141,-9.22868097870582,true
1.8802618248491436,-0.6192559180256758,false,1.871970579452089,-0.6156152777742355,true
-2.9978709083748165,-2.379950844919381,false,-3.0095148412179467,-2.389857367752134,true
2.3251550550400317,7.339246119589382,false,2.3185678880645204,7.323327270233157,true
2.175320876303335,9.590789316661546,false,2.196079685606779,9.578470664016296,true
-3.1874090483267477,-10.830394869799772,false,-3.1891032054988036,-10.818174871891479,true
-3.178787911600571,-12.006827094760665,false,-3.188357521205617,-12.015567132176038,true
2.1185911453793755,0.5297693703687725,false,2.1159395396554315,0.5093712953972346,true
1.6377442687500323,-3.5662162987140493,false,1.6198825427403847,-3.5798909627362674,true
2.1258867062227886,5.0896331206934455,false,2.1110893824317745,5.075986184701556,true
-3.001154267528275,-5.677688792328602,false,-3.008763014602746,-5.701505021877072,true
2.1304108003429496,6.205524138163236,false,2.1109859009529686,6.190027508523383,true
-0.6411890133415572,-2.403485123554677,false,-0.6185773415779607,-2.406199186465655,true
1.633553375513801,-1.6445797124039216,false,1.6275322339826537,-1.6398408231252368,true
-0.6473420943934387,-4.634369220334827,false,-0.6293835582747156,-4.645961870870101,true
-0.6417302142142091,-6.985021866161871,false,-0.6359332253433356,-6.997037084966188,true
1.6380491172511529,-7.713404048318925,false,1.6225295549321048,-7.731174841445159,true
2.3252380816649545,3.9481850730282746,false,2.310724968385322,3.9343148089921383,true
2.337185778027681,11.933540343630794,false,2.3184404675472083,11.93331560421817,true
2.331702885911733,2.794207138925476,false,2.3127478969750945,2.7878967708824507,true
-2.991204776412839,-4.61488568606087,false,-3.004597018939995,-4.5942676854754305,true
-1.2319555045727717,-1.47247231833729,false,-1.2453796140938753,-1.4614965795590529,true
2.177486550384022,8.441102445812255,false,2.195080564227026,8.44026207009906,true
2.124677762145554,10.787029912214985,false,2.116366006043722,10.764802451545208,true
1.6493364855052244,-2.603682441195507,false,1.6310612067843497,-2.6088204223242846,true
-2.4064653919778585,-1.477210264335551,false,-2.4002048602501422,-1.460039518772035,true
1.644365086075663,-5.531345007465492,false,1.6274286467953958,-5.520813938209219,true
