bc_id,output,distance
1,acc,1.0
2,acc,1.0
3,acc,1.0
4,acc,1.0
1,unacc,1.0
2,unacc,1.0
3,unacc,1.0
4,unacc,1.0
5,acc,1.0
6,acc,1.0
7,acc,1.0
5,vgood,1.0
6,vgood,1.0
7,vgood,1.0
8,acc,1.0
8,good,1.0
9,good,1.0
10,good,1.0
9,vgood,1.0
10,vgood,1.0
