bc_id,output,distance,x1,x2
1,0,0.9244218701204859,-2.94781758500571,-4.281106797458647
2,0,0.726293952090726,2.1696745040607213,2.142594080250833
3,0,0.6774572010523612,-3.171659212914611,-10.008533304904157
4,0,0.7596963478997442,2.1676958488449234,8.060776656088299
5,0,0.6739524872868945,2.3593884522867725,1.638152967026344
6,0,0.9253131591524598,0.18484980032312612,-8.414570214611475
7,0,0.4851346235993847,-3.1827313868139604,-7.250819033384933
8,0,0.5583780377948825,2.2026693224526026,8.715838264916881
9,0,0.5003049158522418,2.3520714489701406,-0.7229258136103349
10,0,0.34216953267967076,2.3578376971228048,3.371541384922248
1,1,0.20818560136989003,-2.952751258316602,-4.289021895815901
2,1,1.2018380185977875,2.154146220533009,2.136951946279166
3,1,1.213990953245452,-3.1866483212637275,-10.011329214790067
4,1,0.15295427425264432,2.157025217392449,8.055934867310102
5,1,1.578342595663092,2.3470158892878197,1.6406943131761011
6,1,1.1750636908444778,0.20240131660524752,-8.396146195613225
7,1,0.7065525680300273,-3.202060722101413,-7.249120525494448
8,1,0.31901071845733703,2.214445072665431,8.701090255709268
9,1,1.0870500941579373,2.3360473847903123,-0.7375395626203545
10,1,0.601293379608552,2.347030393674889,3.3873016463454606
