x1,x2,class,n_x1,n_x2,n_class
-0.6652284330821809,-1.136543669463516,0,-0.6619532292358125,-1.1199805879980604,1
1.7003298427833684,-6.615517056279179,0,1.6874523545523326,-6.607176011995167,1
1.698459802290754,-3.1044150084684996,0,1.683205545352178,-3.109566197799295,1
0.17993253990929475,-7.478169231491411,0,0.18972345381219619,-7.459718786718602,1
-2.9388629694114283,-5.619449624837696,0,-2.956170034806253,-5.615226338778195,1
-3.1759012087204996,-7.818908495916152,0,-3.184432465638192,-7.821593817749117,1
2.3538285544243696,6.177022549841657,0,2.3382009341398904,6.182116953136199,1
-2.9104504574468044,-1.1427395005357357,0,-2.8997196570853663,-1.125640215443828,1
-2.943541283374975,-3.3767185311372336,0,-2.9531682089203115,-3.3726571872348625,1
2.3536605881663673,10.017948026645055,0,2.339807662023575,10.018353958338116,1
2.2040893459444693,4.260287613967635,0,2.216814859425681,4.259085929444472,1
-0.665640790412342,-5.487489851243772,0,-0.6489278693797311,-5.478223795378161,1
-3.1820304357153444,-10.010054412409708,0,-3.1852463210993895,-10.01213156163282,1
1.6886531823552609,-1.2537535037138658,0,1.6704955833506014,-1.2525400763329761,1
2.351231914879206,0.4969692327413885,0,2.345569632442636,0.5112124604655671,1
2.205738104965078,2.3757737330377084,0,2.2142306870425554,2.3931042702845757,1
0.7675029053130243,-9.100809661279333,0,0.761917357749258,-9.088676979867166,1
1.6964664619284782,-4.904286934389788,0,1.6864147353056596,-4.891825121076417,1
2.1646003594365664,8.069787557079904,0,2.1497679808951284,8.08921090807491,1
-0.6619487813664678,-3.3003140115770666,0,-0.6546867310443938,-3.293601547592382,1
